id,Concorda,DRs,Cidade,serie,Idade,etapa,Sexo,Cor_da_pele,Escala_1_1,Escala_1_2,Escala_1_3,Escala_1_4,Escala_1_5,Escala_1_6,Escala_1_7,Escala_1_8,Escala_1_9,Escala_2_1,Escala_2_2,Escala_2_3,Escala_2_4,Escala_2_5,Escala_2_6,Escala_2_7,Escala_2_8,Escala_2_9,Escala_2_10,Escala_2_11,Escala_2_12,Escala_2_13,Escala_2_14,Escala_2_15,Escala_2_16,Escala_3_1,Escala_3_2,Escala_3_3,Escala_3_4,Escala_3_5,Escala_3_6,Escala_3_7,Escala_3_8,Escala_4_1,Escala_4_2,Escala_4_3,Escala_4_4,Escala_4_5,Escala_4_6,Escala_4_7,Escala_4_8,Escala_4_9,Escala_5_1,Escala_5_2,Escala_5_3,Escala_5_4,Escala_5_5,Escala_5_6,Escala_5_7,Escala_6_1,Escala_6_2,Escala_6_3,Escala_6_4,Escala_6_5,Escala_6_6,Escala_6_7,Escala_6_8,Escala_7_1,Escala_7_2,Escala_7_3,Escala_7_4,Escala_7_5,Escala_7_6,Escala_7_7,Escala_7_8,Escala_7_9,Escala_7_10,Escala_7_11,Escala_7_12,Escala_7_13,Escala_7_14,Escala_7_15,Escala_7_16,Escala_7_17,Escala_7_18,Escala_7_19,Escala_7_20,Escala_7_21,Escala_7_22,Escala_8_1,Escala_8_2,Escala_8_3,Escala_8_4,Escala_9_1,Escala_9_2,Escala_9_3,Escala_9_4,Escala_9_5,Escala_9_6,Escala_9_7,Escala_9_8,Escala_9_9,Escala_10_1,Escala_10_2,Escala_10_3,Escala_10_4,Escala_10_5,Escala_10_6,Escala_11_1,Escala_11_2,Escala_11_3,Escala_11_4,Escala_11_5,Violencia_redes,Violenc_escolas,Renda,Redes_sociais,Frequencia_Redes,Tempo_Gasto_Redes,Redes_utilizadas_1,Uso_de_celular,Finalidade_celular_1,Finalidade_celular_2,Finalidade_celular_3,Finalidade_celular_4,Finalidade_celular_5,Finalidade_celular_5_TEXT,F1_escala3,F2_escala3,F1_Escala_4,F2_EScala_4,F3_Escala_4,Maioria_Sexual,Minoria_Sexual,Minoria_Física,PCDs,Maioria_racial,Minoria_racial,Rico,Pobre,Maioria_religiosa,Minoria_religiosa,F1_Escala_9,F2_Escala_9,cor_da_pele,E1_ameacas,E2_situacoes_estresse,E5_disc_pessoal,E6_locais,E7_soma_pertenca,E8_qualid_relacoes,E9_trat_desig_grupos,E10_est_emoc_neg,E11_satisf_vida,E3_4_agentes,E2_6_contextos,E8_9_grupal,E5_10_11_individ,idade_outliers
426,1,8,Maruim,3,17,prosic 3 etapa,feminino,preto,5,3,2,4,4,5,5,4,5,2,1,1,3,1,1,1,5,1,1,1,1,2,2,1,1,5,5,1,3,1,3,2,5,5,1,3,1,5,3,1,1,1,1,1,1,1,1,1,1,2,2,4,2,1,1,3,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,2,2,1,1,1,5,5,5,1,1,1,1,1,4,3,5,3,2,5,4,3,5,5,4,2,,2,1,5,4,1,1,1,,,,,,2.8,5,4.5,1,2,2,1,1,0,0,1,0,1,0,1,1,1,3,4.111111111,1.5625,1,2,7,1.5,2.333333333,3.666666667,4.2,2.5625,1.708333333,2.076923077,2.955555556,1
427,1,8,Maruim,3,18,prosic 3 etapa,masculino,pardo,2,5,1,1,1,3,1,2,2,4,2,3,1,2,1,2,3,5,1,5,5,4,1,2,1,4,1,2,3,1,2,3,2,5,4,3,1,5,3,3,2,4,1,2,1,1,2,1,3,5,4,3,2,2,1,5,4,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,3,2,3,2,4,3,4,3,4,4,5,4,2,1,2,3,1,1,2,2,4,4,4,5,2,,1,1,5,4,1,1,1,,,,,,2.6,2.333333333,4.5,3.666666667,2.5,3,0,1,0,0,1,0,1,0,1,3.833333333,2.666666667,2,2,2.625,1.571428571,3.25,7,2.5,3.666666667,1.666666667,3.8,2.6875,2.833333333,3.307692308,2.346031746,1
428,1,8,Maruim,3,18,prosic 3 etapa,masculino,,5,2,1,,4,,4,1,1,3,1,1,1,1,1,1,5,1,1,1,2,2,3,1,1,1,5,3,4,2,1,2,4,4,1,5,4,5,2,1,1,3,1,1,1,1,1,1,1,1,2,4,4,1,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,,3,5,4,4,1,2,1,1,3,2,1,3,1,1,5,5,3,4,2,,1,1,5,,1,1,,,,1,,,2,4,4,1.666666667,1.5,1,0,0,0,0,0,0,0,0,1,2.333333333,,,2.571428571,1.625,1,2.166666667,2,1,2.75,1.833333333,3.6,2.6875,1.772727273,2.166666667,2.144444444,1
429,1,8,Maruim,3,17,prosic 3 etapa,feminino,pardo,4,4,3,3,2,4,4,5,1,3,3,1,4,3,2,1,3,1,1,2,5,3,2,1,2,2,5,,4,1,2,1,2,2,1,4,1,2,2,2,1,1,3,2,1,1,1,1,2,4,3,3,2,3,2,2,2,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,2,3,2,2,5,4,5,1,2,2,2,2,2,3,5,5,4,2,4,4,4,5,2,2,,1,1,5,5,1,1,,1,1,1,1,quando não tenho nada há fazer também,2,,3.25,1.333333333,1.5,1,1,1,0,0,1,0,1,0,0,1.833333333,1.333333333,2,3.333333333,2.3125,1.571428571,2.625,5,2.25,2.777777778,3.5,3.8,2.066666667,2.416666667,2.615384615,2.957142857,1
430,1,8,Maruim,3,19,prosic 3 etapa,masculino,pardo,2,4,1,3,2,3,1,3,1,2,1,3,2,2,1,1,3,1,1,1,3,1,1,2,2,2,4,2,2,2,1,2,3,4,1,4,3,4,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,4,4,4,4,5,4,5,5,5,5,3,4,4,1,1,1,2,2,1,3,4,4,3,4,2,,2,1,5,5,1,1,1,,,,,,1.8,3.666666667,3.75,1,1.5,3,0,1,0,0,1,0,1,1,0,4.333333333,1.333333333,2,2.222222222,1.6875,1.285714286,1.875,7,4,4.444444444,1.333333333,3.6,2.1875,1.75,4.307692308,2.073015873,1
431,1,8,Maruim,3,19,prosic 3 etapa,masculino,pardo,4,4,1,2,2,3,2,3,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,1,2,5,1,,1,1,2,5,5,2,2,5,2,3,3,1,1,1,1,1,1,1,1,1,3,1,3,3,,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,5,5,5,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,5,5,5,5,4,2,,1,1,5,2,,1,,,,1,,,,5,2.5,2,2,2,0,1,0,0,1,0,1,0,1,4.333333333,1,2,2.444444444,1.5,1,1.857142857,6,4,4.555555556,1,4.8,2.6,1.608695652,4.384615385,2.266666667,1
432,1,8,Maruim,3,19,prosic 3 etapa,masculino,branco,5,5,1,1,1,3,1,2,1,2,1,5,2,5,1,1,2,1,1,2,2,5,1,1,3,1,5,1,3,4,1,2,5,5,1,5,1,5,5,1,1,1,1,1,1,1,1,2,1,3,3,3,3,3,4,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,5,5,5,1,1,1,1,1,5,5,5,4,5,5,,5,5,5,1,2,,,1,5,4,1,1,1,,1,1,,,2.2,5,5,1,3,1,0,0,0,1,0,0,0,0,0,1,1,1,2.222222222,2.1875,1.142857143,3.125,2,2,2.333333333,4.833333333,,2.625,2.5,2.230769231,2.988095238,1
433,1,8,Maruim,3,18,prosic 3 etapa,feminino,pardo,5,5,1,2,2,2,2,,2,3,1,,1,1,1,1,3,1,1,1,2,1,1,2,1,1,2,1,,3,3,,5,4,1,4,3,5,2,,3,1,1,1,1,1,1,2,2,1,2,3,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,,5,5,5,5,5,5,5,4,5,4,3,1,2,2,2,1,1,,4,4,4,4,2,,,1,5,5,1,1,,1,,,,,,4,4,,2.5,1,1,0,0,0,1,0,0,1,0,4.333333333,1,2,2.625,,1.285714286,1.375,4,,4.555555556,1.5,,2.538461538,1.391304348,4.583333333,1.392857143,1
434,1,8,Maruim,3,18,prosic 3 etapa,feminino,branco,1,5,2,1,2,4,5,5,3,2,1,3,2,3,1,1,2,1,1,3,5,5,3,1,2,4,3,1,5,1,2,4,5,5,2,5,3,3,4,1,2,1,1,1,1,1,1,1,2,2,3,4,2,2,4,5,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,5,2,4,3,1,4,4,5,3,5,5,4,5,1,3,2,1,2,1,3,5,5,4,5,2,,1,1,5,3,1,1,,,,1,,,3.2,4.333333333,4,1.333333333,3,0,1,1,0,1,0,0,1,0,0,3.833333333,1.666666667,1,3.111111111,2.25,1.142857143,3,4,3.5,4,1.666666667,4.4,3,2.5,3.846153846,2.403174603,1
435,1,8,Maruim,3,19,prosic 3 etapa,feminino,,5,4,3,1,5,4,4,5,1,3,1,1,2,2,1,1,4,1,1,1,3,1,1,1,1,1,5,3,1,1,1,1,5,5,1,5,1,3,1,1,1,1,1,1,1,1,3,5,5,5,3,1,2,1,5,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2,5,5,1,5,5,5,1,5,5,5,5,5,2,5,1,1,1,4,4,5,4,1,2,,2,1,5,1,1,1,,,,1,,,1,4.333333333,4.5,1,1,0,1,0,0,0,0,0,0,1,0,3.666666667,1,,3.555555556,1.5625,2.428571429,2.875,2,4.25,4.111111111,2.5,3.6,2.125,2,4.153846154,2.842857143,1
436,1,8,Maruim,3,18,prosic 3 etapa,masculino,branco,4,2,5,3,1,1,5,4,1,1,3,1,5,4,1,3,5,2,3,5,3,3,,5,3,5,3,5,5,1,2,1,1,2,5,3,4,4,1,3,2,2,1,5,,1,1,1,1,1,5,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,5,3,3,4,5,3,3,2,2,3,4,1,1,5,3,1,4,5,2,3,1,3,3,2,,1,1,1,1,1,1,,,,1,,,2.8,1.666666667,2.75,3.333333333,1.5,1,0,0,1,1,0,1,0,0,1,2.666666667,2.333333333,1,2.888888889,,,4.5,5,3,3,3.166666667,2.4,2.8125,3.608695652,3,2.783333333,1
437,1,8,Maruim,3,19,prosic 3 etapa,masculino,branco,1,4,3,4,4,3,1,3,1,2,1,1,3,4,1,2,2,1,1,1,2,1,1,5,5,1,1,5,2,4,2,3,4,3,2,1,3,4,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,5,5,5,1,1,1,1,1,2,1,,2,1,1,5,5,5,5,5,2,,2,1,2,1,1,1,,,,1,,,2.4,2,2.75,1.666666667,1.5,1,0,0,0,1,0,0,0,0,0,1,1,1,2.666666667,2.0625,1,1.25,2,1,2.333333333,,5,2.3125,1.791666667,1.923076923,3,1
438,1,8,Maruim,3,15,4 fase,feminino,preto,5,1,2,5,1,5,4,3,1,5,1,2,1,3,1,1,3,3,1,1,3,4,1,1,3,1,4,1,3,5,5,1,5,4,5,1,1,1,5,1,2,1,2,3,1,1,1,4,5,4,2,1,1,1,1,4,5,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,5,1,3,2,4,4,5,5,2,5,5,3,5,1,1,2,3,1,1,3,4,1,5,1,2,,1,1,5,5,1,2,,,,1,,,3,4.666666667,2.75,2.333333333,3.5,1,2,1,0,0,1,0,1,0,1,4,1.333333333,3,3,2.125,2.428571429,2.375,7,2.75,4.222222222,1.5,2.8,2.8125,2.208333333,3.769230769,2.242857143,1
439,1,8,Maruim,3,16,4 fase,masculino,branco,,1,,,4,,4,,,,4,,5,,,,,,,,,,,,,,,,2,1,,,,,,,5,,1,,,,,,,,,,1,1,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,5,1,1,1,1,1,1,1,,4,4,4,,2,,3,1,5,1,1,1,1,,,,,,,,,,,1,0,1,0,1,0,0,1,0,0,,,1,3,,,1,4,,3,1,,2.25,3.333333333,3,1,1
440,1,8,Maruim,3,15,4 fase,feminino,pardo,5,1,1,3,4,5,2,2,5,5,4,,1,3,,,,3,1,,5,3,4,,4,,,,4,3,1,1,4,5,3,,4,2,4,2,1,2,2,1,1,1,2,3,4,2,4,5,4,2,1,2,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,3,4,4,2,4,5,5,,,2,5,5,,,4,5,,1,4,,1,1,2,,,1,5,5,1,2,,,,,1,,,,,2.333333333,2.5,0,1,0,0,0,1,0,0,0,0,,2.333333333,2,3.111111111,,2,3,2,3.75,3.857142857,,,2.833333333,3.166666667,3.818181818,2,1
441,1,8,Maruim,3,15,4 fase,feminino,preto,5,2,3,2,3,4,4,2,1,3,1,1,1,3,1,1,1,1,1,1,2,5,3,,3,1,5,1,3,5,1,1,5,5,1,5,1,5,5,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,3,3,3,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,3,2,4,4,1,5,5,5,1,1,1,1,3,2,4,4,4,4,4,2,1,3,1,1,2,,2,1,5,4,1,1,,,,,1,pra vê tiktok,2.2,5,5,1,3,2,3,0,1,1,1,0,0,1,2,1.333333333,1,3,2.888888889,,1,2.25,11,3.25,2.555555556,3.666666667,1.6,2.625,2,2.769230769,2.088888889,1
442,1,8,Maruim,3,16,8° ano,masculino,preto,4,2,3,3,3,4,4,3,2,3,1,1,1,1,1,3,1,1,1,1,5,2,4,4,1,1,2,4,3,3,1,1,3,5,5,5,1,5,5,5,1,5,1,1,1,1,1,1,2,1,2,3,1,3,1,3,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,3,2,4,4,1,5,5,5,,,1,3,1,2,4,4,4,4,1,3,5,3,3,1,2,,2,2,5,4,1,1,,1,,1,,,1.8,2.333333333,5,5,3,1,1,0,0,1,2,0,0,1,2,,1,3,3.111111111,1.9375,1.142857143,1.875,8,3.25,3,3.166666667,3,3.125,1.916666667,3.090909091,2.436507937,1
443,1,8,Maruim,3,15,4 fase,masculino,preto,1,,,,5,,,,,,3,3,,2,1,1,2,3,,5,1,1,2,1,4,3,5,3,3,5,4,2,5,5,3,2,1,5,1,1,1,4,1,1,1,1,5,1,1,1,2,2,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,5,1,5,,,,,,,,,,1,3,3,5,1,4,2,4,4,5,2,2,,,1,5,5,1,1,,,,,,,3.4,4.333333333,4.25,2.666666667,1,2,0,1,0,0,1,1,0,0,1,,,3,3,,1.571428571,1.25,6,3,,2.833333333,3.4,3,1.857142857,3,2.601587302,1
444,1,8,Maruim,3,14,8° ano,feminino,preto,4,4,2,2,4,2,2,1,2,1,2,3,1,1,1,1,1,5,1,2,5,5,1,1,1,5,4,1,4,5,1,5,4,5,4,5,2,5,3,1,1,1,1,1,1,1,1,2,2,2,3,5,1,1,3,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3,1,3,1,1,5,5,5,3,1,1,3,5,5,4,4,5,4,5,2,5,5,5,3,2,,3,1,5,4,1,1,1,1,,1,,,4,4.333333333,4.75,2,2,0,1,0,0,0,1,0,1,0,1,2.333333333,1,3,2.555555556,2,1.285714286,3.125,4,2,3.222222222,4.5,4,3.1875,2.375,2.846153846,3.261904762,1
445,1,8,Maruim,3,16,4 fase,feminino,pardo,4,4,2,3,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,3,3,2,2,1,5,3,1,3,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,4,4,4,5,5,5,4,5,4,2,2,4,1,2,3,1,2,1,2,4,4,4,4,2,,1,1,5,5,1,2,,,,,,,1.8,4,3.75,1,1.5,0,1,1,0,0,1,0,1,0,0,3.666666667,1.333333333,2,2.222222222,1.25,1,1.375,4,3.75,4,1.666666667,3.6,2.125,1.291666667,3.923076923,2.088888889,1
446,1,8,Maruim,3,15,4 fase,masculino,branco,5,3,2,2,2,4,5,,4,1,1,1,1,1,1,1,4,1,1,1,3,5,5,2,1,2,5,1,4,5,1,1,5,5,1,3,3,5,2,4,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,2,3,1,1,5,5,4,1,2,3,1,2,1,1,1,3,1,1,3,5,5,3,5,2,,5,1,5,5,1,1,1,1,1,1,,,2.6,5,4,2,,3,0,1,0,1,0,1,0,1,1,1.666666667,1.333333333,1,3.375,1.875,1,1.25,8,1.75,2.666666667,1.333333333,4.2,2.866666667,1.666666667,2.384615385,2.177777778,1
447,1,8,Maruim,3,16,4 fase,masculino,preto,4,2,2,2,4,3,2,2,5,3,1,1,1,3,1,1,5,1,1,1,5,5,5,1,1,1,5,1,5,5,1,1,5,5,1,3,1,5,2,1,1,1,1,1,1,1,1,1,1,3,4,4,2,,1,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,3,2,1,3,1,5,3,2,5,5,5,5,2,,3,1,5,5,1,1,,,,1,,,2.6,5,4.5,1,1.5,1,0,0,0,0,1,0,0,0,0,4.666666667,1,3,2.888888889,2.25,1,3.428571429,2,5,4.777777778,2.5,4.4,2.4375,2.608695652,4.846153846,2.633333333,1
448,1,8,Maruim,3,16,1D,masculino,branco,3,4,2,1,2,3,4,5,2,2,1,1,2,2,1,1,3,1,1,1,5,3,1,1,1,2,4,1,3,3,2,1,4,5,1,5,1,4,3,5,3,5,1,1,1,1,1,1,1,3,3,2,2,2,1,5,5,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,3,1,3,1,3,4,5,2,3,1,1,4,,,,,,,,,,,,,,1,1,5,1,1,1,1,,,,,,2.2,4.333333333,4.75,3.666666667,3,1,0,1,0,1,0,0,1,0,0,2,2,1,2.888888889,1.6875,1,2.875,4,2.25,2.666666667,,,3,2.083333333,2.538461538,1,1
448,1,8,Maruim,3,14,4 fase,masculino,pardo,4,2,1,4,1,3,3,4,2,3,1,1,3,1,1,1,5,1,1,3,4,1,1,3,3,3,4,3,5,4,1,1,1,1,1,2,4,3,4,2,2,2,2,2,3,3,1,2,2,2,2,2,2,3,3,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,2,1,4,5,5,2,3,3,3,,1,1,1,1,,3,2,2,2,2,1,1,bule tipos de apelido,1,1,5,1,1,1,,,1,,,,2.8,2.666666667,2,1.666666667,3,2,0,0,0,0,1,0,1,1,0,,1.333333333,2,2.666666667,2.0625,2.142857143,2.25,5,1.25,3.25,,1.8,2.5,2.125,2.583333333,1.971428571,1
449,1,8,Maruim,3,15,8° ano,masculino,preto,4,2,2,2,2,3,2,4,1,3,1,1,3,4,1,1,2,3,1,3,4,3,1,3,5,3,2,3,4,1,2,4,2,3,2,4,3,4,1,1,2,2,1,1,1,1,1,3,4,2,2,3,2,1,4,4,,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,3,2,3,3,4,3,2,3,2,3,2,3,1,1,1,2,2,1,3,5,5,5,4,2,,,,5,4,1,,,1,,,,,2.8,2.333333333,3.5,1.666666667,1.5,2,0,1,0,0,1,0,1,0,0,2.666666667,3,3,2.444444444,2.4375,1.714285714,2.571428571,5,2.5,2.777777778,1.333333333,4.4,2.4375,2.47826087,2.692307692,2.482539683,1
450,1,8,Maruim,3,15,4 fase,feminino,preto,1,5,1,2,1,3,1,3,1,5,4,4,1,1,1,1,4,1,1,1,4,4,2,1,2,2,5,1,5,4,5,1,5,5,5,4,2,5,5,1,2,5,1,1,1,1,1,1,1,3,5,5,2,3,2,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,4,5,3,1,5,5,5,1,1,1,1,1,5,4,4,4,5,5,5,5,5,5,5,2,,2,1,5,5,1,2,,,,,1,não gosto,3.4,5,4.5,3.666666667,3.5,1,1,0,0,0,1,0,0,0,1,1,1,3,2,2.3125,1,3.75,4,4.25,2.333333333,4.5,5,3.5625,2.791666667,2.923076923,3.5,1
451,1,8,Maruim,3,16,4 fase,masculino,branco,1,5,2,4,5,5,1,2,1,3,4,5,4,5,1,1,3,3,1,5,5,3,3,3,4,4,5,3,3,1,1,3,5,5,5,3,1,3,5,2,3,5,2,4,1,1,3,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,5,3,4,3,4,4,4,5,,2,5,5,3,2,4,5,5,5,3,5,5,5,1,2,,2,1,5,5,1,1,1,1,1,1,,,2.4,4.333333333,4,4,4,0,0,0,0,1,0,1,0,0,1,,2,1,2.888888889,3.3125,3,5,4,3.5,4,4,3.8,3.375,3.875,3.833333333,3.6,1
452,1,8,Maruim,3,17,4 fase,feminino,pardo,5,1,5,1,1,1,5,3,1,1,5,1,4,1,1,1,1,1,1,1,1,1,1,5,5,1,1,5,,5,5,,1,1,1,1,5,1,5,5,5,1,1,1,1,1,1,1,1,,,5,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,5,5,5,1,1,1,1,1,5,5,1,1,1,1,5,1,5,1,5,1,só ameaçada na rede sociais,1,1,5,1,1,1,,1,,,,,,1,1,2.333333333,5,0,1,0,0,0,1,0,0,0,0,1,1,2,2.555555556,1.9375,1,5,2,1,2.333333333,2.333333333,3.4,3,2.117647059,1.923076923,2.244444444,1
453,1,8,Maruim,1,12,6° ano,masculino,preto,5,4,3,2,2,4,1,2,5,2,1,1,2,1,1,1,3,1,1,2,3,5,5,1,5,5,5,2,5,4,1,1,5,5,5,5,1,4,1,3,1,5,1,4,1,1,1,1,5,1,4,5,3,5,1,5,4,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,2,3,4,1,5,1,2,1,2,1,4,3,1,3,3,1,1,1,1,4,4,3,1,2,,2,1,5,5,1,2,,,,,,,3.2,4.666666667,4.75,4.333333333,1,2,0,1,0,0,1,0,1,1,2,2,3.333333333,3,3.111111111,2.1875,2,3.5,8,2.5,2.222222222,1.666666667,2.6,3.375,2.625,2.307692308,2.088888889,1
454,1,8,Maruim,1,11,6° ano,feminino,pardo,4,3,1,2,1,3,2,3,2,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,4,3,2,1,5,2,,1,2,4,2,1,2,2,2,2,1,1,1,1,1,2,2,1,1,1,1,2,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,2,3,2,3,5,5,5,5,2,4,4,4,5,1,1,2,1,1,1,4,5,5,5,4,2,,2,1,5,5,,1,,,1,,,,2.2,4.666666667,2.75,,2,1,1,1,0,0,1,0,0,0,2,4,1,2,2.333333333,1.25,1.285714286,1.5,6,2.5,4.333333333,1.166666667,4.6,2.2,1.333333333,3.769230769,2.350793651,1
456,1,8,Maruim,1,11,6° ano,feminino,pardo,3,4,2,1,3,3,2,,,3,1,1,1,1,1,1,4,3,1,1,2,3,1,1,1,1,5,1,,,1,1,5,3,2,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,2,3,2,1,5,5,5,1,2,2,1,2,,1,2,1,2,2,1,4,4,4,,2,,,1,5,1,1,1,,1,,,,,,5,3.5,1.333333333,1,0,1,1,0,0,1,0,1,0,0,1.5,1,2,2.571428571,1.625,1,1.75,4,2,2.666666667,,,2.071428571,1.666666667,2.461538462,1,1
457,1,8,Maruim,1,11,6° ano,feminino,pardo,,4,4,1,3,3,1,5,1,3,1,1,1,3,1,2,4,1,1,2,3,2,1,1,1,1,5,1,3,5,1,1,5,4,2,5,4,5,1,1,1,1,1,3,1,1,2,1,2,1,3,3,1,4,1,4,4,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,3,2,1,5,5,5,1,2,2,1,3,2,5,5,2,4,2,1,4,3,5,2,2,,2,1,5,5,1,1,,1,1,,,,2.2,5,4,1.333333333,1,0,2,1,0,0,1,1,0,0,0,1.666666667,1,2,2.75,1.75,1.571428571,2.625,5,2,2.777777778,3.333333333,3,2.5625,2.041666667,2.538461538,2.634920635,1
458,1,8,Maruim,1,12,6° ano,masculino,pardo,5,4,3,3,3,3,2,5,5,1,2,1,1,2,1,1,2,1,1,2,1,1,3,2,4,1,4,1,4,4,3,1,5,3,1,4,1,3,1,1,1,1,1,2,2,1,1,1,1,3,2,2,2,3,,,4,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,5,2,3,4,5,2,5,5,2,5,3,3,4,2,5,4,3,4,5,1,5,4,5,5,2,,2,2,1,2,,2,,,,,1,não uso,2.6,4.666666667,3.75,1,1,2,0,1,0,0,1,0,1,0,1,3.666666667,2,2,3.666666667,1.625,1.285714286,2.666666667,6,3.5,3.777777778,3.833333333,4,2.25,1.909090909,3.692307692,3.03968254,1
459,1,8,Maruim,1,11,6° ano,feminino,branco,3,4,2,3,2,3,2,3,2,2,1,1,1,1,1,1,5,1,1,1,1,1,1,1,2,1,1,5,2,3,1,2,3,3,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,3,2,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,3,2,4,5,1,5,5,5,1,1,1,2,2,1,2,2,1,1,1,4,5,5,4,3,2,,3,1,5,3,1,1,,,1,1,,,1.8,1.666666667,2.75,1,1,2,1,1,0,1,0,0,0,1,0,1.333333333,1,1,2.666666667,1.375,1,1.875,6,3.5,2.555555556,1.333333333,4.2,2,1.541666667,2.846153846,2.177777778,1
460,1,8,Maruim,1,12,6°,feminino,branco,3,2,1,5,5,3,3,5,2,3,1,1,2,1,1,1,1,1,1,1,1,2,1,1,4,1,2,3,5,4,2,1,3,3,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,1,5,4,4,5,5,5,4,5,3,5,2,2,3,2,2,2,2,5,3,3,2,1,2,,1,1,5,5,1,1,,,1,,,,2.6,2.666666667,2.5,1,1,0,1,0,0,1,0,0,1,0,1,3.833333333,1,1,3.222222222,1.4375,1,1,4,3,4.222222222,2.166666667,2.8,2.125,1.291666667,3.846153846,1.988888889,1
