etapa,Violenc_escolas,id,Concorda,DRs,Cidade,serie,Idade,Sexo,Cor_da_pele,Escala_1_1,Escala_1_2,Escala_1_3,Escala_1_4,Escala_1_5,Escala_1_6,Escala_1_7,Escala_1_8,Escala_1_9,Escala_2_1,Escala_2_2,Escala_2_3,Escala_2_4,Escala_2_5,Escala_2_6,Escala_2_7,Escala_2_8,Escala_2_9,Escala_2_10,Escala_2_11,Escala_2_12,Escala_2_13,Escala_2_14,Escala_2_15,Escala_2_16,Escala_3_1,Escala_3_2,Escala_3_3,Escala_3_4,Escala_3_5,Escala_3_6,Escala_3_7,Escala_3_8,Escala_4_1,Escala_4_2,Escala_4_3,Escala_4_4,Escala_4_5,Escala_4_6,Escala_4_7,Escala_4_8,Escala_4_9,Escala_5_1,Escala_5_2,Escala_5_3,Escala_5_4,Escala_5_5,Escala_5_6,Escala_5_7,Escala_6_1,Escala_6_2,Escala_6_3,Escala_6_4,Escala_6_5,Escala_6_6,Escala_6_7,Escala_6_8,Escala_7_1,Escala_7_2,Escala_7_3,Escala_7_4,Escala_7_5,Escala_7_6,Escala_7_7,Escala_7_8,Escala_7_9,Escala_7_10,Escala_7_11,Escala_7_12,Escala_7_13,Escala_7_14,Escala_7_15,Escala_7_16,Escala_7_17,Escala_7_18,Escala_7_19,Escala_7_20,Escala_7_21,Escala_7_22,Escala_8_1,Escala_8_2,Escala_8_3,Escala_8_4,Escala_9_1,Escala_9_2,Escala_9_3,Escala_9_4,Escala_9_5,Escala_9_6,Escala_9_7,Escala_9_8,Escala_9_9,Escala_10_1,Escala_10_2,Escala_10_3,Escala_10_4,Escala_10_5,Escala_10_6,Escala_11_1,Escala_11_2,Escala_11_3,Escala_11_4,Escala_11_5,Violencia_redes,Renda,Redes_sociais,Frequencia_Redes,Tempo_Gasto_Redes,Redes_utilizadas_1,Uso_de_celular,Finalidade_celular_1,Finalidade_celular_2,Finalidade_celular_3,Finalidade_celular_4,Finalidade_celular_5,Finalidade_celular_5_TEXT,F1_escala3,F2_escala3,F1_Escala_4,F2_EScala_4,F3_Escala_4,Maioria_Sexual,Minoria_Sexual,Minoria_Física,PCDs,Maioria_racial,Minoria_racial,Rico,Pobre,Maioria_religiosa,Minoria_religiosa,F1_Escala_9,F2_Escala_9,cor_da_pele,E1_ameacas,E2_situacoes_estresse,E5_disc_pessoal,E6_locais,escala7_soma_pertenc,esc8_rel_intergrup,esc9_inc_diversid,esc10_est_emoc_neg,esc11_satisf_vida,esc3_4_conflitos,E2_6_contextos,E8_9_grupal,E5_10_11_individ,idade_outliers,esc1_1,esc_1_2,esc_1_3,esc_1_4,esc_1_5,esc_1_6,esc_1_7,esc_1_8,esc_1_9,esc1_Pertencimento,esc2_sit_alunos,esc2_sit_escola,esc6_loc_agr_esc,esc6_loc_agr_imed,esc6_loc_agr_internet,esc5_bull_alvo,esc5_bull_agente,esc5_bull_testem,esc7_grup_estig,esc7_soma_pert
terceira fase,,410,1,8,Maruim,4,14,feminino,pardo,5,5,2,2,2,3,1,2,1,1,1,2,2,1,1,1,3,1,1,1,2,5,2,1,2,2,5,,2,2,3,2,4,3,2,3,4,5,3,2,3,5,1,2,1,2,3,2,3,1,2,2,1,1,1,2,3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,2,3,2,2,2,3,5,4,3,3,3,2,3,1,3,3,2,3,5,3,2,1,1,5,2,,1,5,4,1,1,,1,,1,,,2.2,,3.25,3,3,0,2,1,0,0,1,1,0,1,0,2.66667,2,2,2.55556,1.6875,2,1.625,6,2.25,3.11111,2.83333,2.4,3,1.66667,2.84615,2.41111,1,1,1,4,4,4,3,5,4,5,3.44444,1.2,1.90909,2,2,3,1.33333,2.5,2.5,0.307692,0.272727
6,,411,1,8,Maruim,4,14,masculino,pardo,1,1,,,5,,1,,1,1,,1,,1,,1,5,,1,,1,,1,,5,1,1,5,1,,,1,1,,1,,5,,1,1,,1,1,,1,,1,,1,,1,,1,1,1,,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,,1,1,,5,,5,,1,,1,,1,,1,,,1,1,,1,,1,2,1,1,2,1,,1,,1,,,1,,,1,,1,,1,3,1,0,0,1,0,1,0,1,,,2,1.8,,,1,8,,3,,,1.72727,1.57143,2.14286,,1,5,5,,,1,,5,,5,4.2,1,2.33333,,,1,1,1,1,0.538462,0.363636
terceira fase,intimidada e excluída,412,1,8,Maruim,4,14,feminino,branco,5,3,2,2,3,,2,4,3,5,5,3,4,4,4,2,3,3,1,1,5,2,3,3,5,2,4,4,5,4,3,2,4,3,3,2,2,4,3,2,5,1,2,5,1,1,1,4,3,5,5,1,1,1,,2,,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,3,2,3,3,1,5,3,5,1,2,2,3,5,2,3,1,1,2,5,3,3,3,1,5,1,,1,2,1,1,2,1,1,1,1,,,3.2,3.33333,3.25,2,4,2,1,1,0,1,0,1,0,0,1,2.33333,1.66667,1,3,3.3125,2.42857,2.5,7,2.75,3,2.33333,3,3.0625,3.09091,2.92308,2.5873,1,1,3,4,4,3,,4,2,3,3,2.6,3.63636,1,2,,2.66667,1,3.5,0.230769,0.318182
3 ano,,415,1,8,Maruim,3,19,feminino,pardo,4,2,4,4,4,5,4,5,5,2,,,4,4,1,1,5,2,,4,3,1,3,3,4,1,5,1,2,5,3,2,3,5,1,,2,5,1,3,2,1,1,3,1,1,2,3,3,1,4,4,4,4,1,1,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,1,2,1,1,3,4,3,2,4,3,3,3,3,3,3,3,3,3,3,2,4,4,5,2,1,1,5,3,1,1,,,,1,,,2.6,4.33333,,1.66667,1.5,0,1,0,0,0,1,0,1,0,0,2.66667,2.66667,2,4.11111,,2,2.71429,3,1.75,2.88889,3,3.6,2.46667,2.8,2.53846,2.86667,1,2,4,2,2,2,1,2,1,1,1.88889,2.66667,2.9,4,1,,1.66667,1.5,3,0.230769,0.136364
Prosic 3 etapa,,416,1,8,Maruim,3,18,masculino,pardo,4,2,1,1,2,2,2,2,2,3,1,2,1,2,1,1,3,2,1,1,5,5,2,1,1,1,5,2,2,2,2,1,4,5,1,3,1,4,2,5,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,4,5,5,5,5,5,4,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,2,2,1,5,3,1,1,1,,,1,1,jogos,1.6,4.33333,4.25,2.33333,1.5,2,0,0,0,0,1,0,0,0,0,4.16667,1,2,2,2,1.14286,1.375,3,4,4.44444,1,5,2.375,1.79167,4.30769,2.38095,1,2,4,5,5,4,4,4,4,4,4,1.8,2.09091,1,1,2,1,1,1.5,0.0769231,0.136364
Prosic 3 etapa,,417,1,8,Maruim,3,18,masculino,branco,1,5,1,1,1,2,1,1,2,4,1,4,1,1,1,1,3,1,1,2,3,5,1,1,1,1,4,1,4,1,1,1,5,5,1,5,1,5,4,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,3,4,5,5,5,5,5,5,4,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,2,3,1,5,5,1,1,,,1,1,,,1.6,4.66667,5,1,3.5,2,0,1,0,1,0,1,0,0,1,4.16667,1,1,1.66667,1.9375,1.28571,1,6,4.25,4.44444,1,5,2.4375,1.625,4.38462,2.42857,1,5,1,5,5,5,4,5,5,4,4.33333,2.4,1.72727,1,1,1,1.33333,1.5,1,0.0769231,0.272727
prosic 3 etapa,ja mim sentir sozinho na escola quando eu não tinha amigos pensando que ninguém nunca ia gosta de mim e de mim ter por perto,418,1,8,Maruim,3,18,feminino,pardo,4,5,3,4,3,3,2,3,2,3,2,3,4,1,1,1,3,2,1,2,1,2,1,4,5,2,3,4,3,3,2,3,3,1,2,3,2,5,5,2,1,1,1,2,1,1,1,2,2,2,2,2,2,4,4,5,5,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,2,2,2,2,4,5,5,4,2,1,2,3,2,2,5,4,4,2,3,3,4,5,5,5,1,1,1,5,5,1,1,,1,,1,,,2.6,2.66667,3.25,1.66667,3,0,2,1,0,0,1,0,1,1,0,2.33333,1.33333,2,3.22222,2.25,1.42857,3.25,6,2,3.11111,3.33333,4.4,2.5,2.58333,2.76923,3.05397,1,2,1,3,2,3,3,4,3,4,2.77778,2.2,2.27273,2,5,5,1.33333,1,2,0.384615,0.272727
prosic 3 etapa,"Humilhações, apelidos",419,1,8,Maruim,3,19,feminino,pardo,4,4,2,4,2,4,4,4,2,3,1,1,3,3,1,1,3,1,3,2,5,5,2,1,1,1,5,3,2,1,2,3,5,3,3,,1,5,3,1,5,1,4,4,1,1,1,1,2,2,2,5,5,2,1,5,5,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,,2,2,2,5,5,5,5,5,5,,2,5,3,4,4,2,4,4,4,4,,4,4,1,,1,5,2,,1,,1,,1,,,1.8,4.33333,,1.66667,4,1,1,1,1,0,1,0,1,0,0,,1,2,3.33333,2.25,2,3.375,6,,4.625,3.5,,2.6,2.625,3.90909,2.75,1,2,2,4,2,4,2,2,2,4,2.66667,2,2.36364,5,5,5,3,1,1.5,0.384615,0.272727
prosic 3 etapa,,420,1,8,Maruim,3,18,masculino,pardo,4,4,1,2,1,2,1,2,1,4,1,1,4,3,1,2,4,3,1,2,2,2,2,2,3,1,2,3,2,1,2,1,4,4,1,3,1,3,3,2,1,1,1,1,1,1,1,2,2,2,3,3,3,,2,3,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,2,2,3,3,4,4,5,5,3,4,2,2,2,1,2,1,1,2,2,4,2,4,5,5,2,1,1,5,4,1,1,,1,1,1,1,e jogar um pouquinho ;),1.4,3,3.75,1.33333,2,2,0,1,0,0,1,0,1,1,0,2.83333,1.33333,2,2,2.3125,1.28571,2.57143,6,2.5,3.44444,1.5,4,2,2.3913,3.15385,2.2619,1,2,2,5,4,5,4,5,4,5,4,2.2,2.36364,3,3,2,1,1,2,0.230769,0.272727
Prosic 3 etapa,,421,1,8,Maruim,3,18,feminino,preto,5,3,1,2,1,2,1,1,1,5,2,,4,1,1,2,2,4,1,3,5,1,4,1,5,2,5,1,5,1,2,2,4,4,2,4,1,5,5,1,2,1,1,2,1,1,1,1,2,2,3,1,1,2,2,,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,3,3,2,5,1,5,5,5,5,5,5,5,5,1,5,3,1,3,1,4,2,5,5,1,2,1,1,4,2,1,1,,,,1,,,2.4,4.66667,4.5,1.33333,3.5,1,1,1,0,0,1,0,1,1,0,4.33333,1,3,1.88889,,1.28571,2,6,3.25,4.55556,2.33333,3.4,2.625,2.5,4.15385,2.33968,1,1,3,5,4,5,4,5,5,5,4.11111,3.25,2.54545,1,,3,1.33333,1,1.5,0.307692,0.272727
prosic 3 etapa,,422,1,8,Maruim,3,17,feminino,branco,4,4,2,2,2,3,2,4,1,2,1,1,1,1,1,1,,3,1,1,1,3,1,2,1,1,5,1,3,2,1,1,5,5,1,4,1,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,5,2,5,1,1,1,1,1,2,2,1,5,5,1,1,,,1,1,,,1.6,5,4.75,1,2,2,1,1,0,1,0,0,1,1,0,4.66667,1,1,2.66667,,1,1,7,5,4.77778,4.16667,1,2.25,1.26087,4.84615,2.05556,1,2,2,4,4,4,3,4,2,5,3.33333,1.6,1.3,1,1,1,1,1,1,0.230769,0.318182
prosic 3 etapa,,423,1,8,Maruim,3,19,masculino,preto,5,2,4,1,1,1,1,1,1,3,1,4,3,2,4,1,1,1,1,1,2,2,1,1,3,1,5,1,5,1,1,1,5,5,1,5,1,5,5,1,1,5,1,1,1,1,1,3,5,5,5,5,1,5,1,5,4,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,5,1,4,4,5,4,5,5,4,4,5,2,4,1,1,,2,3,1,5,2,5,3,5,2,2,1,5,5,1,1,,,,,1,Trabalho,1.8,5,5,2.33333,3,2,0,1,0,0,1,1,0,1,0,4,1.33333,3,1.88889,1.9375,1.85714,3.875,6,3.5,4.22222,,4,2.75,2.58333,4,2.92857,1,1,4,2,5,5,5,5,5,5,4.11111,2,1.90909,5,5,4,1,1,4,0.153846,0.272727
prosic 3 etapa,,424,1,8,Maruim,3,18,feminino,branco,4,4,1,2,1,2,1,2,2,3,4,3,2,1,3,4,4,1,,1,3,4,3,4,3,1,4,3,3,2,1,1,3,3,4,3,3,4,3,4,4,4,1,1,1,2,2,1,3,3,3,,3,1,,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,5,5,3,2,3,1,2,5,1,1,1,1,1,1,1,4,4,4,4,2,,1,5,5,1,,1,1,,,,,1.6,3.33333,3.25,4,3.5,0,1,1,0,1,0,0,0,0,0,2.66667,1.66667,1,2.11111,,1.57143,2.16667,3,3.75,3.22222,1,3.4,2.875,2.66667,3.38462,1.99048,1,2,2,5,4,5,4,5,4,4,3.88889,2,3.18182,,1,2,1,2,2,0.153846,0.136364
prosic 3 etapa,,425,1,8,Maruim,3,18,masculino,branco,1,5,1,1,1,2,2,2,5,4,1,1,2,4,1,1,3,3,1,3,5,5,4,4,3,2,5,4,3,1,1,2,5,5,1,5,5,5,1,2,1,5,1,3,1,1,2,4,3,1,2,5,1,2,5,5,5,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,5,3,2,5,5,3,5,1,5,5,5,5,4,1,1,1,3,2,1,4,4,5,4,5,2,2,1,5,3,,1,1,1,,,,,1.8,4,4,2.66667,1,3,0,1,0,1,0,0,1,0,1,4.83333,3,1,2.22222,2.8125,2.14286,3.25,7,3.75,4.22222,1.5,4.4,3,2.95833,4.07692,2.68095,1,5,1,5,5,5,4,4,4,1,3.77778,2.4,3,5,5,5,1.66667,1.5,3.5,0.153846,0.318182
prosic 3 etapa,,426,1,8,Maruim,3,17,feminino,preto,5,3,2,4,4,5,5,4,5,2,1,1,3,1,1,1,5,1,1,1,1,2,2,1,1,5,5,1,3,1,3,2,5,5,1,3,1,5,3,1,1,1,1,1,1,1,1,1,1,2,2,4,2,1,1,3,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,2,2,1,1,1,5,5,5,1,1,1,1,1,4,3,5,3,2,5,4,3,5,5,4,2,2,1,5,4,1,1,1,,,,,,2.8,5,4.5,1,2,2,1,1,0,0,1,0,1,0,1,1,1,3,4.11111,1.5625,1,2,7,1.5,2.33333,3.66667,4.2,2.5625,1.70833,2.07692,2.95556,1,1,3,4,2,2,1,1,2,1,1.88889,1.2,1.72727,4,3,1,1,1,1,0.307692,0.318182
prosic 3 etapa,,427,1,8,Maruim,3,18,masculino,pardo,2,5,1,1,1,3,1,2,2,4,2,3,1,2,1,2,3,5,1,5,5,4,1,2,1,4,1,2,3,1,2,3,2,5,4,3,1,5,3,3,2,4,1,2,1,1,2,1,3,5,4,3,2,2,1,5,4,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,3,2,3,2,4,3,4,3,4,4,5,4,2,1,2,3,1,1,2,2,4,4,4,5,2,1,1,5,4,1,1,1,,,,,,2.6,2.33333,4.5,3.66667,2.5,3,0,1,0,0,1,0,1,0,1,3.83333,2.66667,2,2,2.625,1.57143,3.25,7,2.5,3.66667,1.66667,3.8,2.6875,2.83333,3.30769,2.34603,1,4,1,5,5,5,3,5,4,4,4,3.6,2.18182,3,5,4,1.33333,1.5,2,0.230769,0.318182
prosic 3 etapa,,428,1,8,Maruim,3,18,masculino,,5,2,1,,4,,4,1,1,3,1,1,1,1,1,1,5,1,1,1,2,2,3,1,1,1,5,3,4,2,1,2,4,4,1,5,4,5,2,1,1,3,1,1,1,1,1,1,1,1,2,4,4,1,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,,3,5,4,4,1,2,1,1,3,2,1,3,1,1,5,5,3,4,2,1,1,5,,1,1,,,,1,,,2,4,4,1.66667,1.5,1,0,0,0,0,0,0,0,0,1,2.33333,,,2.57143,1.625,1,2.16667,2,1,2.75,1.83333,3.6,2.6875,1.77273,2.16667,2.14444,1,1,4,5,,2,,2,5,5,3.42857,1.4,1.72727,4,,1,1,1,1,0,0.0909091
prosic 3 etapa,,429,1,8,Maruim,3,17,feminino,pardo,4,4,3,3,2,4,4,5,1,3,3,1,4,3,2,1,3,1,1,2,5,3,2,1,2,2,5,,4,1,2,1,2,2,1,4,1,2,2,2,1,1,3,2,1,1,1,1,2,4,3,3,2,3,2,2,2,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,2,3,2,2,5,4,5,1,2,2,2,2,2,3,5,5,4,2,4,4,4,5,2,2,1,1,5,5,1,1,,1,1,1,1,quando não tenho nada há fazer também,2,,3.25,1.33333,1.5,1,1,1,0,0,1,0,1,0,0,1.83333,1.33333,2,3.33333,2.3125,1.57143,2.625,5,2.25,2.77778,3.5,3.8,2.06667,2.41667,2.61538,2.95714,1,2,2,3,3,4,2,2,1,5,2.66667,1.6,2.63636,3,2,2,2,1,1.5,0.307692,0.227273
prosic 3 etapa,,430,1,8,Maruim,3,19,masculino,pardo,2,4,1,3,2,3,1,3,1,2,1,3,2,2,1,1,3,1,1,1,3,1,1,2,2,2,4,2,2,2,1,2,3,4,1,4,3,4,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,4,4,4,4,5,4,5,5,5,5,3,4,4,1,1,1,2,2,1,3,4,4,3,4,2,2,1,5,5,1,1,1,,,,,,1.8,3.66667,3.75,1,1.5,3,0,1,0,0,1,0,1,1,0,4.33333,1.33333,2,2.22222,1.6875,1.28571,1.875,7,4,4.44444,1.33333,3.6,2.1875,1.75,4.30769,2.07302,1,4,2,5,3,4,3,5,3,5,3.77778,1.6,1.72727,2,2,1,1,1.5,1.5,0.230769,0.318182
prosic 3 etapa,,431,1,8,Maruim,3,19,masculino,pardo,4,4,1,2,2,3,2,3,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,1,2,5,1,,1,1,2,5,5,2,2,5,2,3,3,1,1,1,1,1,1,1,1,1,3,1,3,3,,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,5,5,5,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,5,5,5,5,4,2,1,1,5,2,,1,,,,1,,,,5,2.5,2,2,2,0,1,0,0,1,0,1,0,1,4.33333,1,2,2.44444,1.5,1,1.85714,6,4,4.55556,1,4.8,2.6,1.6087,4.38462,2.26667,1,2,2,5,4,4,3,4,3,5,3.55556,1,1.72727,3,1,1,1,1,1,0.230769,0.272727
prosic 3 etapa,,432,1,8,Maruim,3,19,masculino,branco,5,5,1,1,1,3,1,2,1,2,1,5,2,5,1,1,2,1,1,2,2,5,1,1,3,1,5,1,3,4,1,2,5,5,1,5,1,5,5,1,1,1,1,1,1,1,1,2,1,3,3,3,3,3,4,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,5,5,5,1,1,1,1,1,5,5,5,4,5,5,,5,5,5,1,2,,1,5,4,1,1,1,,1,1,,,2.2,5,5,1,3,1,0,0,0,1,0,0,0,0,0,1,1,1,2.22222,2.1875,1.14286,3.125,2,2,2.33333,4.83333,,2.625,2.5,2.23077,2.9881,1,1,1,5,5,5,3,5,4,5,3.77778,2.2,2.18182,3,4,2,1,1,1.5,0,0.0909091
prosic 3 etapa,,433,1,8,Maruim,3,18,feminino,pardo,5,5,1,2,2,2,2,,2,3,1,,1,1,1,1,3,1,1,1,2,1,1,2,1,1,2,1,,3,3,,5,4,1,4,3,5,2,,3,1,1,1,1,1,1,2,2,1,2,3,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,,5,5,5,5,5,5,5,4,5,4,3,1,2,2,2,1,1,,4,4,4,4,2,,1,5,5,1,1,,1,,,,,,4,4,,2.5,1,1,0,0,0,1,0,0,1,0,4.33333,1,2,2.625,,1.28571,1.375,4,,4.55556,1.5,,2.53846,1.3913,4.58333,1.39286,1,1,1,5,4,4,4,4,,4,3.375,1.5,1.36364,3,1,1,1,1,2,0.153846,0.181818
prosic 3 etapa,,434,1,8,Maruim,3,18,feminino,branco,1,5,2,1,2,4,5,5,3,2,1,3,2,3,1,1,2,1,1,3,5,5,3,1,2,4,3,1,5,1,2,4,5,5,2,5,3,3,4,1,2,1,1,1,1,1,1,1,2,2,3,4,2,2,4,5,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,5,2,4,3,1,4,4,5,3,5,5,4,5,1,3,2,1,2,1,3,5,5,4,5,2,1,1,5,3,1,1,,,,1,,,3.2,4.33333,4,1.33333,3,0,1,1,0,1,0,0,1,0,0,3.83333,1.66667,1,3.11111,2.25,1.14286,3,4,3.5,4,1.66667,4.4,3,2.5,3.84615,2.40317,1,5,1,4,5,4,2,1,1,3,2.88889,2,2.36364,4,5,2,1,1,1.5,0.230769,0.181818
prosic 3 etapa,,435,1,8,Maruim,3,19,feminino,,5,4,3,1,5,4,4,5,1,3,1,1,2,2,1,1,4,1,1,1,3,1,1,1,1,1,5,3,1,1,1,1,5,5,1,5,1,3,1,1,1,1,1,1,1,1,3,5,5,5,3,1,2,1,5,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2,5,5,1,5,5,5,1,5,5,5,5,5,2,5,1,1,1,4,4,5,4,1,2,2,1,5,1,1,1,,,,1,,,1,4.33333,4.5,1,1,0,1,0,0,0,0,0,0,1,0,3.66667,1,,3.55556,1.5625,2.42857,2.875,2,4.25,4.11111,2.5,3.6,2.125,2,4.15385,2.84286,1,1,2,3,5,1,2,2,1,5,2.44444,1.4,1.63636,1,2,4,1,2,5,0.0769231,0.0909091
prosic 3 etapa,,436,1,8,Maruim,3,18,masculino,branco,4,2,5,3,1,1,5,4,1,1,3,1,5,4,1,3,5,2,3,5,3,3,,5,3,5,3,5,5,1,2,1,1,2,5,3,4,4,1,3,2,2,1,5,,1,1,1,1,1,5,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,5,3,3,4,5,3,3,2,2,3,4,1,1,5,3,1,4,5,2,3,1,3,3,2,1,1,1,1,1,1,,,,1,,,2.8,1.66667,2.75,3.33333,1.5,1,0,0,1,1,0,1,0,0,1,2.66667,2.33333,1,2.88889,,,4.5,5,3,3,3.16667,2.4,2.8125,3.6087,3,2.78333,1,2,4,1,3,5,5,1,2,5,3.11111,2.4,3.5,5,5,5,3,1,1,0.0769231,0.227273
prosic 3 etapa,,437,1,8,Maruim,3,19,masculino,branco,1,4,3,4,4,3,1,3,1,2,1,1,3,4,1,2,2,1,1,1,2,1,1,5,5,1,1,5,2,4,2,3,4,3,2,1,3,4,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,5,5,5,1,1,1,1,1,2,1,,2,1,1,5,5,5,5,5,2,2,1,2,1,1,1,,,,1,,,2.4,2,2.75,1.66667,1.5,1,0,0,0,1,0,0,0,0,0,1,1,1,2.66667,2.0625,1,1.25,2,1,2.33333,,5,2.3125,1.79167,1.92308,3,1,5,2,3,2,2,3,5,3,5,3.33333,1.2,2.45455,1,1,1,1,1,1,0,0.0909091
4 fase,,438,1,8,Maruim,3,15,feminino,preto,5,1,2,5,1,5,4,3,1,5,1,2,1,3,1,1,3,3,1,1,3,4,1,1,3,1,4,1,3,5,5,1,5,4,5,1,1,1,5,1,2,1,2,3,1,1,1,4,5,4,2,1,1,1,1,4,5,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,5,1,3,2,4,4,5,5,2,5,5,3,5,1,1,2,3,1,1,3,4,1,5,1,2,1,1,5,5,1,2,,,,1,,,3,4.66667,2.75,2.33333,3.5,1,2,1,0,0,1,0,1,0,1,4,1.33333,3,3,2.125,2.42857,2.375,7,2.75,4.22222,1.5,2.8,2.8125,2.20833,3.76923,2.24286,1,1,5,4,1,5,1,2,3,5,3,2.4,2,1,4,5,2,1,4.5,0.384615,0.318182
4 fase,,439,1,8,Maruim,3,16,masculino,branco,,1,,,4,,4,,,,4,,5,,,,,,,,,,,,,,,,2,1,,,,,,,5,,1,,,,,,,,,,1,1,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,5,1,1,1,1,1,1,1,,4,4,4,,2,3,1,5,1,1,1,1,,,,,,,,,,,1,0,1,0,1,0,0,1,0,0,,,1,3,,,1,4,,3,1,,2.25,3.33333,3,1,1,,5,,,2,,2,,,3,,4.5,,,,,,1,0.153846,0.181818
4 fase,,440,1,8,Maruim,3,15,feminino,pardo,5,1,1,3,4,5,2,2,5,5,4,,1,3,,,,3,1,,5,3,4,,4,,,,4,3,1,1,4,5,3,,4,2,4,2,1,2,2,1,1,1,2,3,4,2,4,5,4,2,1,2,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,3,4,4,2,4,5,5,,,2,5,5,,,4,5,,1,4,,1,1,2,,1,5,5,1,2,,,,,1,,,,,2.33333,2.5,0,1,0,0,0,1,0,0,0,0,,2.33333,2,3.11111,,2,3,2,3.75,3.85714,,,2.83333,3.16667,3.81818,2,1,1,5,5,3,2,1,4,4,1,2.88889,3,3.42857,5,2,4,1.33333,1.5,3.5,0.153846,0.0909091
4 fase,,441,1,8,Maruim,3,15,feminino,preto,5,2,3,2,3,4,4,2,1,3,1,1,1,3,1,1,1,1,1,1,2,5,3,,3,1,5,1,3,5,1,1,5,5,1,5,1,5,5,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,3,3,3,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,3,2,4,4,1,5,5,5,1,1,1,1,3,2,4,4,4,4,4,2,1,3,1,1,2,2,1,5,4,1,1,,,,,1,pra vê tiktok,2.2,5,5,1,3,2,3,0,1,1,1,0,0,1,2,1.33333,1,3,2.88889,,1,2.25,11,3.25,2.55556,3.66667,1.6,2.625,2,2.76923,2.08889,1,1,4,3,4,3,2,2,4,5,3.11111,1.4,2.1,3,3,3,1,1,1,0.384615,0.5
